train_id,station_id,date,delay_minutes
18,24,2024-04-19,19
19,23,2024-04-19,90
19,24,2024-04-19,30
20,3,2024-04-19,27
20,5,2024-04-19,37
20,49,2024-04-19,19
20,26,2024-04-19,13
20,17,2024-04-19,51
20,6,2024-04-19,10
20,2,2024-04-19,16
21,24,2024-04-19,19
21,35,2024-04-19,16
21,21,2024-04-19,39
21,3,2024-04-19,19
21,10,2024-04-19,20
21,8,2024-04-19,45
21,21,2024-04-19,20
21,35,2024-04-19,24
22,21,2024-04-19,25
22,15,2024-04-19,11
22,10,2024-04-19,10
22,0,2024-04-19,11
22,27,2024-04-19,16
22,49,2024-04-19,17
22,5,2024-04-19,20
22,38,2024-04-19,15
22,24,2024-04-19,38
22,4,2024-04-19,61
23,0,2024-04-19,6
23,46,2024-04-19,32
23,28,2024-04-19,16
23,6,2024-04-19,7
23,2,2024-04-19,42
23,5,2024-04-19,17
23,42,2024-04-19,8
24,9,2024-04-19,5
24,1,2024-04-19,35
24,18,2024-04-19,10
24,27,2024-04-19,13
24,36,2024-04-19,11
24,30,2024-04-19,11
25,16,2024-04-19,13
25,2,2024-04-19,5
25,49,2024-04-19,29
25,19,2024-04-19,19
25,21,2024-04-19,12
25,33,2024-04-19,10
25,30,2024-04-19,40
25,13,2024-04-19,4
26,38,2024-04-19,2
26,33,2024-04-19,30
26,36,2024-04-19,4
26,20,2024-04-19,11
26,0,2024-04-19,19
26,25,2024-04-19,21
26,49,2024-04-19,30
26,41,2024-04-19,79
26,32,2024-04-19,8
26,27,2024-04-19,19
27,43,2024-04-19,7
27,40,2024-04-19,23
27,42,2024-04-19,21
27,38,2024-04-19,10
27,31,2024-04-19,16
27,33,2024-04-19,14
27,42,2024-04-19,14
27,26,2024-04-19,55
27,23,2024-04-19,8
28,32,2024-04-19,27
28,48,2024-04-19,21
28,41,2024-04-19,37
28,11,2024-04-19,58
28,46,2024-04-19,19
29,5,2024-04-19,26
29,42,2024-04-19,23
29,16,2024-04-19,27
29,10,2024-04-19,16
29,21,2024-04-19,20
29,35,2024-04-19,18
29,25,2024-04-19,3
0,0,2024-04-20,15
0,1,2024-04-20,16
0,6,2024-04-20,21
0,7,2024-04-20,29
0,11,2024-04-20,51
0,39,2024-04-20,21
0,8,2024-04-20,53
0,9,2024-04-20,29
1,0,2024-04-20,18
1,1,2024-04-20,9
1,44,2024-04-20,9
1,11,2024-04-20,68
1,12,2024-04-20,46
1,13,2024-04-20,14
2,0,2024-04-20,10
2,11,2024-04-20,71
2,12,2024-04-20,12
2,24,2024-04-20,45
2,31,2024-04-20,23
2,32,2024-04-20,14
3,1,2024-04-20,12
3,44,2024-04-20,13
3,11,2024-04-20,40
3,39,2024-04-20,101
3,28,2024-04-20,6
4,22,2024-04-20,21
4,49,2024-04-20,56
4,23,2024-04-20,26
4,48,2024-04-20,22
4,12,2024-04-20,49
4,11,2024-04-20,31
4,0,2024-04-20,11
5,10,2024-04-20,13
5,11,2024-04-20,29
5,39,2024-04-20,21
5,9,2024-04-20,20
6,14,2024-04-20,20
6,15,2024-04-20,9
6,11,2024-04-20,93
6,12,2024-04-20,40
6,13,2024-04-20,13
7,8,2024-04-20,49
7,47,2024-04-20,54
7,12,2024-04-20,52
8,17,2024-04-20,18
8,16,2024-04-20,15
8,13,2024-04-20,49
8,12,2024-04-20,29
8,0,2024-04-20,30
9,0,2024-04-20,38
9,11,2024-04-20,96
9,16,2024-04-20,47
10,20,2024-04-20,5
10,12,2024-04-20,113
10,11,2024-04-20,30
10,28,2024-04-20,30
11,22,2024-04-20,9
11,49,2024-04-20,9
11,12,2024-04-20,79
11,8,2024-04-20,30
11,9,2024-04-20,4
12,38,2024-04-20,9
12,30,2024-04-20,18
12,11,2024-04-20,12
12,0,2024-04-20,14
13,0,2024-04-20,30
13,6,2024-04-20,77
13,7,2024-04-20,15
14,0,2024-04-20,36
14,11,2024-04-20,55
14,10,2024-04-20,9
15,13,2024-04-20,14
15,12,2024-04-20,49
16,16,2024-04-20,26
16,19,2024-04-20,19
16,12,2024-04-20,56
17,15,2024-04-20,30
17,11,2024-04-20,89
17,39,2024-04-20,95
17,9,2024-04-20,59
18,31,2024-04-20,38
18,37,2024-04-20,34
18,24,2024-04-20,42
19,23,2024-04-20,41
19,24,2024-04-20,2
20,3,2024-04-20,14
20,5,2024-04-20,23
20,49,2024-04-20,9
20,26,2024-04-20,20
20,17,2024-04-20,31
20,6,2024-04-20,22
20,2,2024-04-20,8
21,24,2024-04-20,31
21,35,2024-04-20,33
21,21,2024-04-20,34
21,3,2024-04-20,29
21,10,2024-04-20,10
21,8,2024-04-20,53
21,21,2024-04-20,24
21,35,2024-04-20,18
22,21,2024-04-20,2
22,15,2024-04-20,29
22,10,2024-04-20,14
22,0,2024-04-20,13
22,27,2024-04-20,47
22,49,2024-04-20,28
22,5,2024-04-20,26
22,38,2024-04-20,3
22,24,2024-04-20,18
22,4,2024-04-20,27
23,0,2024-04-20,11
23,46,2024-04-20,9
23,28,2024-04-20,11
23,6,2024-04-20,13
23,2,2024-04-20,14
23,5,2024-04-20,13
23,42,2024-04-20,13
24,9,2024-04-20,14
24,1,2024-04-20,26
24,18,2024-04-20,13
24,27,2024-04-20,35
24,36,2024-04-20,5
24,30,2024-04-20,16
25,16,2024-04-20,24
25,2,2024-04-20,43
25,49,2024-04-20,13
25,19,2024-04-20,12
25,21,2024-04-20,39
25,33,2024-04-20,7
25,30,2024-04-20,8
25,13,2024-04-20,83
26,38,2024-04-20,10
26,33,2024-04-20,8
26,36,2024-04-20,10
26,20,2024-04-20,11
26,0,2024-04-20,22
26,25,2024-04-20,11
26,49,2024-04-20,7
26,41,2024-04-20,34
26,32,2024-04-20,5
26,27,2024-04-20,24
27,43,2024-04-20,14
27,40,2024-04-20,6
27,42,2024-04-20,30
27,38,2024-04-20,10
27,31,2024-04-20,19
27,33,2024-04-20,6
27,42,2024-04-20,18
27,26,2024-04-20,18
27,23,2024-04-20,20
28,32,2024-04-20,17
28,48,2024-04-20,22
28,41,2024-04-20,22
28,11,2024-04-20,71
28,46,2024-04-20,1
29,5,2024-04-20,6
29,42,2024-04-20,9
29,16,2024-04-20,16
29,10,2024-04-20,35
29,21,2024-04-20,9
29,35,2024-04-20,14
29,25,2024-04-20,24
0,0,2024-04-21,13
0,1,2024-04-21,8
0,6,2024-04-21,53
0,7,2024-04-21,24
0,11,2024-04-21,62
0,39,2024-04-21,49
0,8,2024-04-21,36
0,9,2024-04-21,7
1,0,2024-04-21,15
1,1,2024-04-21,30
1,44,2024-04-21,124
1,11,2024-04-21,80
1,12,2024-04-21,24
1,13,2024-04-21,26
2,0,2024-04-21,28
2,11,2024-04-21,60
2,12,2024-04-21,89
2,24,2024-04-21,29
2,31,2024-04-21,23
2,32,2024-04-21,9
3,1,2024-04-21,31
3,44,2024-04-21,72
3,11,2024-04-21,31
3,39,2024-04-21,59
3,28,2024-04-21,50
4,22,2024-04-21,8
4,49,2024-04-21,19
4,23,2024-04-21,8
4,48,2024-04-21,40
4,12,2024-04-21,26
4,11,2024-04-21,33
4,0,2024-04-21,12
5,10,2024-04-21,36
5,11,2024-04-21,71
5,39,2024-04-21,79
5,9,2024-04-21,47
6,14,2024-04-21,6
6,15,2024-04-21,15
6,11,2024-04-21,84
6,12,2024-04-21,128
6,13,2024-04-21,28
7,8,2024-04-21,83
7,47,2024-04-21,38
7,12,2024-04-21,41
8,17,2024-04-21,70
8,16,2024-04-21,19
8,13,2024-04-21,15
8,12,2024-04-21,52
8,0,2024-04-21,41
9,0,2024-04-21,20
9,11,2024-04-21,173
9,16,2024-04-21,15
10,20,2024-04-21,4
10,12,2024-04-21,54
10,11,2024-04-21,12
10,28,2024-04-21,1
11,22,2024-04-21,19
11,49,2024-04-21,10
11,12,2024-04-21,19
11,8,2024-04-21,52
11,9,2024-04-21,18
12,38,2024-04-21,16
12,30,2024-04-21,17
12,11,2024-04-21,60
12,0,2024-04-21,11
13,0,2024-04-21,6
13,6,2024-04-21,29
13,7,2024-04-21,0
14,0,2024-04-21,18
14,11,2024-04-21,68
14,10,2024-04-21,5
15,13,2024-04-21,11
15,12,2024-04-21,84
16,16,2024-04-21,27
16,19,2024-04-21,3
16,12,2024-04-21,34
17,15,2024-04-21,19
17,11,2024-04-21,72
17,39,2024-04-21,81
17,9,2024-04-21,20
18,31,2024-04-21,48
18,37,2024-04-21,7
18,24,2024-04-21,18
19,23,2024-04-21,12
19,24,2024-04-21,39
20,3,2024-04-21,26
20,5,2024-04-21,24
20,49,2024-04-21,28
20,26,2024-04-21,5
20,17,2024-04-21,19
20,6,2024-04-21,77
20,2,2024-04-21,6
21,24,2024-04-21,31
21,35,2024-04-21,30
21,21,2024-04-21,32
21,3,2024-04-21,16
21,10,2024-04-21,31
21,8,2024-04-21,47
21,21,2024-04-21,44
21,35,2024-04-21,9
22,21,2024-04-21,6
22,15,2024-04-21,31
22,10,2024-04-21,33
22,0,2024-04-21,51
22,27,2024-04-21,38
22,49,2024-04-21,14
22,5,2024-04-21,42
22,38,2024-04-21,7
22,24,2024-04-21,34
22,4,2024-04-21,26
23,0,2024-04-21,26
23,46,2024-04-21,13
23,28,2024-04-21,37
23,6,2024-04-21,32
23,2,2024-04-21,12
23,5,2024-04-21,21
23,42,2024-04-21,37
24,9,2024-04-21,10
24,1,2024-04-21,15
24,18,2024-04-21,13
24,27,2024-04-21,27
24,36,2024-04-21,13
24,30,2024-04-21,6
25,16,2024-04-21,14
25,2,2024-04-21,6
25,49,2024-04-21,16
25,19,2024-04-21,19
25,21,2024-04-21,29
25,33,2024-04-21,27
25,30,2024-04-21,22
25,13,2024-04-21,12
26,38,2024-04-21,13
26,33,2024-04-21,25
26,36,2024-04-21,7
26,20,2024-04-21,8
26,0,2024-04-21,6
26,25,2024-04-21,13
26,49,2024-04-21,9
26,41,2024-04-21,23
26,32,2024-04-21,18
26,27,2024-04-21,29
27,43,2024-04-21,17
27,40,2024-04-21,0
27,42,2024-04-21,18
27,38,2024-04-21,16
27,31,2024-04-21,64
27,33,2024-04-21,6
27,42,2024-04-21,38
27,26,2024-04-21,17
27,23,2024-04-21,16
28,32,2024-04-21,11
28,48,2024-04-21,40
28,41,2024-04-21,16
28,11,2024-04-21,21
28,46,2024-04-21,16
29,5,2024-04-21,9
29,42,2024-04-21,5
29,16,2024-04-21,24
29,10,2024-04-21,32
29,21,2024-04-21,30
29,35,2024-04-21,21
29,25,2024-04-21,13
0,0,2024-04-22,22
0,1,2024-04-22,27
0,6,2024-04-22,4
0,7,2024-04-22,14
0,11,2024-04-22,63
0,39,2024-04-22,44
0,8,2024-04-22,70
0,9,2024-04-22,32
1,0,2024-04-22,24
1,1,2024-04-22,37
1,44,2024-04-22,31
1,11,2024-04-22,30
1,12,2024-04-22,62
1,13,2024-04-22,35
2,0,2024-04-22,27
2,11,2024-04-22,61
2,12,2024-04-22,27
2,24,2024-04-22,8
2,31,2024-04-22,18
2,32,2024-04-22,20
3,1,2024-04-22,35
3,44,2024-04-22,13
3,11,2024-04-22,46
3,39,2024-04-22,47
3,28,2024-04-22,9
4,22,2024-04-22,3
4,49,2024-04-22,31
4,23,2024-04-22,32
4,48,2024-04-22,20
4,12,2024-04-22,104
4,11,2024-04-22,75
4,0,2024-04-22,39
5,10,2024-04-22,29
5,11,2024-04-22,23
5,39,2024-04-22,34
5,9,2024-04-22,26
6,14,2024-04-22,60
6,15,2024-04-22,17
6,11,2024-04-22,83
6,12,2024-04-22,38
6,13,2024-04-22,17
7,8,2024-04-22,69
7,47,2024-04-22,36
7,12,2024-04-22,38
8,17,2024-04-22,8
8,16,2024-04-22,27
8,13,2024-04-22,15
8,12,2024-04-22,92
8,0,2024-04-22,31
9,0,2024-04-22,15
9,11,2024-04-22,31
9,16,2024-04-22,12
10,20,2024-04-22,15
10,12,2024-04-22,19
10,11,2024-04-22,34
10,28,2024-04-22,5
11,22,2024-04-22,23
11,49,2024-04-22,63
11,12,2024-04-22,36
11,8,2024-04-22,48
11,9,2024-04-22,13
12,38,2024-04-22,33
12,30,2024-04-22,9
12,11,2024-04-22,112
12,0,2024-04-22,29
13,0,2024-04-22,39
13,6,2024-04-22,25
13,7,2024-04-22,17
14,0,2024-04-22,25
14,11,2024-04-22,71
14,10,2024-04-22,10
15,13,2024-04-22,17
15,12,2024-04-22,19
16,16,2024-04-22,24
16,19,2024-04-22,33
16,12,2024-04-22,72
17,15,2024-04-22,33
17,11,2024-04-22,37
17,39,2024-04-22,124
17,9,2024-04-22,18
18,31,2024-04-22,13
18,37,2024-04-22,37
18,24,2024-04-22,3
19,23,2024-04-22,17
19,24,2024-04-22,21
20,3,2024-04-22,11
20,5,2024-04-22,29
20,49,2024-04-22,46
20,26,2024-04-22,38
20,17,2024-04-22,21
20,6,2024-04-22,102
20,2,2024-04-22,20
21,24,2024-04-22,26
21,35,2024-04-22,35
21,21,2024-04-22,31
21,3,2024-04-22,16
21,10,2024-04-22,3
21,8,2024-04-22,46
21,21,2024-04-22,18
21,35,2024-04-22,3
22,21,2024-04-22,11
22,15,2024-04-22,0
22,10,2024-04-22,9
22,0,2024-04-22,54
22,27,2024-04-22,4
22,49,2024-04-22,8
22,5,2024-04-22,24
22,38,2024-04-22,21
22,24,2024-04-22,3
22,4,2024-04-22,8
23,0,2024-04-22,20
23,46,2024-04-22,14
23,28,2024-04-22,12
23,6,2024-04-22,16
23,2,2024-04-22,11
23,5,2024-04-22,4
23,42,2024-04-22,12
24,9,2024-04-22,13
24,1,2024-04-22,35
24,18,2024-04-22,40
24,27,2024-04-22,12
24,36,2024-04-22,17
24,30,2024-04-22,16
25,16,2024-04-22,22
25,2,2024-04-22,30
25,49,2024-04-22,34
25,19,2024-04-22,46
25,21,2024-04-22,10
25,33,2024-04-22,31
25,30,2024-04-22,22
25,13,2024-04-22,16
26,38,2024-04-22,6
26,33,2024-04-22,17
26,36,2024-04-22,4
26,20,2024-04-22,27
26,0,2024-04-22,13
26,25,2024-04-22,22
26,49,2024-04-22,29
26,41,2024-04-22,85
26,32,2024-04-22,14
26,27,2024-04-22,48
27,43,2024-04-22,21
27,40,2024-04-22,17
27,42,2024-04-22,15
27,38,2024-04-22,32
27,31,2024-04-22,7
27,33,2024-04-22,8
27,42,2024-04-22,8
27,26,2024-04-22,14
27,23,2024-04-22,6
28,32,2024-04-22,23
28,48,2024-04-22,15
28,41,2024-04-22,3
28,11,2024-04-22,39
28,46,2024-04-22,26
29,5,2024-04-22,0
29,42,2024-04-22,33
29,16,2024-04-22,10
29,10,2024-04-22,1
29,21,2024-04-22,6
29,35,2024-04-22,63
29,25,2024-04-22,11
0,0,2024-04-23,19
0,1,2024-04-23,6
0,6,2024-04-23,16
0,7,2024-04-23,19
0,11,2024-04-23,45
0,39,2024-04-23,104
0,8,2024-04-23,68
0,9,2024-04-23,27
1,0,2024-04-23,33
1,1,2024-04-23,7
1,44,2024-04-23,18
1,11,2024-04-23,206
1,12,2024-04-23,57
1,13,2024-04-23,60
2,0,2024-04-23,10
2,11,2024-04-23,20
2,12,2024-04-23,26
2,24,2024-04-23,20
2,31,2024-04-23,21
2,32,2024-04-23,30
3,1,2024-04-23,44
3,44,2024-04-23,26
3,11,2024-04-23,103
3,39,2024-04-23,48
3,28,2024-04-23,17
4,22,2024-04-23,18
4,49,2024-04-23,19
4,23,2024-04-23,14
4,48,2024-04-23,48
4,12,2024-04-23,32
4,11,2024-04-23,68
4,0,2024-04-23,31
5,10,2024-04-23,18
5,11,2024-04-23,52
5,39,2024-04-23,26
5,9,2024-04-23,20
6,14,2024-04-23,15
6,15,2024-04-23,11
6,11,2024-04-23,84
6,12,2024-04-23,40
6,13,2024-04-23,9
7,8,2024-04-23,99
7,47,2024-04-23,69
7,12,2024-04-23,32
8,17,2024-04-23,6
8,16,2024-04-23,44
8,13,2024-04-23,10
8,12,2024-04-23,31
8,0,2024-04-23,22
9,0,2024-04-23,4
9,11,2024-04-23,84
9,16,2024-04-23,27
10,20,2024-04-23,11
10,12,2024-04-23,104
10,11,2024-04-23,48
10,28,2024-04-23,33
11,22,2024-04-23,64
11,49,2024-04-23,9
11,12,2024-04-23,83
11,8,2024-04-23,43
11,9,2024-04-23,13
12,38,2024-04-23,8
12,30,2024-04-23,22
12,11,2024-04-23,131
12,0,2024-04-23,38
13,0,2024-04-23,4
13,6,2024-04-23,16
13,7,2024-04-23,9
14,0,2024-04-23,17
14,11,2024-04-23,73
14,10,2024-04-23,30
15,13,2024-04-23,7
15,12,2024-04-23,27
16,16,2024-04-23,14
16,19,2024-04-23,7
16,12,2024-04-23,111
17,15,2024-04-23,19
17,11,2024-04-23,35
17,39,2024-04-23,10
17,9,2024-04-23,13
18,31,2024-04-23,16
18,37,2024-04-23,34
18,24,2024-04-23,30
19,23,2024-04-23,6
19,24,2024-04-23,12
20,3,2024-04-23,40
20,5,2024-04-23,31
20,49,2024-04-23,6
20,26,2024-04-23,27
20,17,2024-04-23,49
20,6,2024-04-23,0
20,2,2024-04-23,11
21,24,2024-04-23,14
21,35,2024-04-23,32
21,21,2024-04-23,40
21,3,2024-04-23,6
21,10,2024-04-23,34
21,8,2024-04-23,50
21,21,2024-04-23,34
21,35,2024-04-23,49
22,21,2024-04-23,28
22,15,2024-04-23,5
22,10,2024-04-23,27
22,0,2024-04-23,22
22,27,2024-04-23,36
22,49,2024-04-23,23
22,5,2024-04-23,24
22,38,2024-04-23,17
22,24,2024-04-23,4
22,4,2024-04-23,28
23,0,2024-04-23,9
23,46,2024-04-23,34
23,28,2024-04-23,60
23,6,2024-04-23,10
23,2,2024-04-23,10
23,5,2024-04-23,10
23,42,2024-04-23,12
24,9,2024-04-23,16
24,1,2024-04-23,27
24,18,2024-04-23,6
24,27,2024-04-23,16
24,36,2024-04-23,21
24,30,2024-04-23,33
25,16,2024-04-23,36
25,2,2024-04-23,29
25,49,2024-04-23,36
25,19,2024-04-23,11
25,21,2024-04-23,11
25,33,2024-04-23,29
25,30,2024-04-23,29
25,13,2024-04-23,12
26,38,2024-04-23,29
26,33,2024-04-23,44
26,36,2024-04-23,8
26,20,2024-04-23,12
26,0,2024-04-23,19
26,25,2024-04-23,15
26,49,2024-04-23,15
26,41,2024-04-23,21
26,32,2024-04-23,15
26,27,2024-04-23,19
27,43,2024-04-23,5
27,40,2024-04-23,13
27,42,2024-04-23,13
27,38,2024-04-23,12
27,31,2024-04-23,12
27,33,2024-04-23,29
27,42,2024-04-23,27
27,26,2024-04-23,17
27,23,2024-04-23,10
28,32,2024-04-23,30
28,48,2024-04-23,15
28,41,2024-04-23,14
28,11,2024-04-23,40
28,46,2024-04-23,6
29,5,2024-04-23,31
29,42,2024-04-23,39
29,16,2024-04-23,22
29,10,2024-04-23,15
29,21,2024-04-23,11
29,35,2024-04-23,27
29,25,2024-04-23,10
0,0,2024-04-24,24
0,1,2024-04-24,10
0,6,2024-04-24,26
0,7,2024-04-24,64
0,11,2024-04-24,132
0,39,2024-04-24,29
0,8,2024-04-24,45
0,9,2024-04-24,9
1,0,2024-04-24,10
1,1,2024-04-24,24
1,44,2024-04-24,3
1,11,2024-04-24,109
1,12,2024-04-24,32
1,13,2024-04-24,24
2,0,2024-04-24,12
2,11,2024-04-24,16
2,12,2024-04-24,20
2,24,2024-04-24,32
2,31,2024-04-24,21
2,32,2024-04-24,47
3,1,2024-04-24,21
3,44,2024-04-24,57
3,11,2024-04-24,26
3,39,2024-04-24,62
3,28,2024-04-24,10
4,22,2024-04-24,8
4,49,2024-04-24,16
4,23,2024-04-24,9
4,48,2024-04-24,6
4,12,2024-04-24,63
4,11,2024-04-24,35
4,0,2024-04-24,15
5,10,2024-04-24,16
5,11,2024-04-24,135
5,39,2024-04-24,34
5,9,2024-04-24,19
6,14,2024-04-24,1
6,15,2024-04-24,26
6,11,2024-04-24,67
6,12,2024-04-24,46
6,13,2024-04-24,21
7,8,2024-04-24,34
7,47,2024-04-24,31
7,12,2024-04-24,49
8,17,2024-04-24,13
8,16,2024-04-24,24
8,13,2024-04-24,10
8,12,2024-04-24,190
8,0,2024-04-24,12
9,0,2024-04-24,13
9,11,2024-04-24,34
9,16,2024-04-24,12
10,20,2024-04-24,14
10,12,2024-04-24,106
10,11,2024-04-24,46
10,28,2024-04-24,9
11,22,2024-04-24,29
11,49,2024-04-24,42
11,12,2024-04-24,77
11,8,2024-04-24,28
11,9,2024-04-24,17
12,38,2024-04-24,9
12,30,2024-04-24,19
12,11,2024-04-24,89
12,0,2024-04-24,11
13,0,2024-04-24,38
13,6,2024-04-24,48
13,7,2024-04-24,32
14,0,2024-04-24,11
14,11,2024-04-24,90
14,10,2024-04-24,57
15,13,2024-04-24,57
15,12,2024-04-24,126
16,16,2024-04-24,8
16,19,2024-04-24,51
16,12,2024-04-24,74
17,15,2024-04-24,16
17,11,2024-04-24,51
17,39,2024-04-24,45
17,9,2024-04-24,22
18,31,2024-04-24,22
18,37,2024-04-24,11
18,24,2024-04-24,15
19,23,2024-04-24,58
19,24,2024-04-24,6
20,3,2024-04-24,45
20,5,2024-04-24,19
20,49,2024-04-24,6
20,26,2024-04-24,13
20,17,2024-04-24,17
20,6,2024-04-24,12
20,2,2024-04-24,22
21,24,2024-04-24,29
21,35,2024-04-24,15
21,21,2024-04-24,27
21,3,2024-04-24,3
21,10,2024-04-24,19
21,8,2024-04-24,125
21,21,2024-04-24,16
21,35,2024-04-24,26
22,21,2024-04-24,14
22,15,2024-04-24,34
22,10,2024-04-24,11
22,0,2024-04-24,19
22,27,2024-04-24,13
22,49,2024-04-24,13
22,5,2024-04-24,19
22,38,2024-04-24,15
22,24,2024-04-24,6
22,4,2024-04-24,14
23,0,2024-04-24,13
23,46,2024-04-24,4
23,28,2024-04-24,5
23,6,2024-04-24,9
23,2,2024-04-24,25
23,5,2024-04-24,17
23,42,2024-04-24,13
24,9,2024-04-24,8
24,1,2024-04-24,18
24,18,2024-04-24,26
24,27,2024-04-24,8
24,36,2024-04-24,9
24,30,2024-04-24,35
25,16,2024-04-24,12
25,2,2024-04-24,9
25,49,2024-04-24,26
25,19,2024-04-24,21
25,21,2024-04-24,0
25,33,2024-04-24,25
25,30,2024-04-24,8
25,13,2024-04-24,18
26,38,2024-04-24,21
26,33,2024-04-24,13
26,36,2024-04-24,13
26,20,2024-04-24,13
26,0,2024-04-24,22
26,25,2024-04-24,17
26,49,2024-04-24,2
26,41,2024-04-24,11
26,32,2024-04-24,31
26,27,2024-04-24,7
27,43,2024-04-24,13
27,40,2024-04-24,16
27,42,2024-04-24,26
27,38,2024-04-24,32
27,31,2024-04-24,15
27,33,2024-04-24,7
27,42,2024-04-24,22
27,26,2024-04-24,22
27,23,2024-04-24,15
28,32,2024-04-24,8
28,48,2024-04-24,30
28,41,2024-04-24,8
28,11,2024-04-24,76
28,46,2024-04-24,7
29,5,2024-04-24,10
29,42,2024-04-24,6
29,16,2024-04-24,21
29,10,2024-04-24,24
29,21,2024-04-24,6
29,35,2024-04-24,14
29,25,2024-04-24,66
0,0,2024-04-25,17
0,1,2024-04-25,26
0,6,2024-04-25,15
0,7,2024-04-25,12
0,11,2024-04-25,104
0,39,2024-04-25,81
0,8,2024-04-25,35
0,9,2024-04-25,10
1,0,2024-04-25,21
1,1,2024-04-25,17
1,44,2024-04-25,33
1,11,2024-04-25,76
1,12,2024-04-25,33
1,13,2024-04-25,13
2,0,2024-04-25,17
2,11,2024-04-25,91
2,12,2024-04-25,46
2,24,2024-04-25,16
2,31,2024-04-25,12
2,32,2024-04-25,18
3,1,2024-04-25,14
3,44,2024-04-25,24
3,11,2024-04-25,77
3,39,2024-04-25,44
3,28,2024-04-25,7
4,22,2024-04-25,37
4,49,2024-04-25,13
4,23,2024-04-25,20
4,48,2024-04-25,23
4,12,2024-04-25,59
4,11,2024-04-25,17
4,0,2024-04-25,20
5,10,2024-04-25,16
5,11,2024-04-25,94
5,39,2024-04-25,103
5,9,2024-04-25,37
6,14,2024-04-25,0
6,15,2024-04-25,39
6,11,2024-04-25,75
6,12,2024-04-25,35
6,13,2024-04-25,9
7,8,2024-04-25,19
7,47,2024-04-25,124
7,12,2024-04-25,41
8,17,2024-04-25,22
8,16,2024-04-25,3
8,13,2024-04-25,66
8,12,2024-04-25,52
8,0,2024-04-25,11
9,0,2024-04-25,18
9,11,2024-04-25,24
9,16,2024-04-25,14
10,20,2024-04-25,17
10,12,2024-04-25,36
10,11,2024-04-25,76
10,28,2024-04-25,15
11,22,2024-04-25,17
11,49,2024-04-25,29
11,12,2024-04-25,47
11,8,2024-04-25,45
11,9,2024-04-25,8
12,38,2024-04-25,19
12,30,2024-04-25,51
12,11,2024-04-25,41
12,0,2024-04-25,12
13,0,2024-04-25,14
13,6,2024-04-25,47
13,7,2024-04-25,45
14,0,2024-04-25,18
14,11,2024-04-25,92
14,10,2024-04-25,12
15,13,2024-04-25,8
15,12,2024-04-25,58
16,16,2024-04-25,18
16,19,2024-04-25,14
16,12,2024-04-25,32
17,15,2024-04-25,30
17,11,2024-04-25,73
17,39,2024-04-25,27
17,9,2024-04-25,16
18,31,2024-04-25,25
18,37,2024-04-25,19
18,24,2024-04-25,4
19,23,2024-04-25,31
19,24,2024-04-25,17
20,3,2024-04-25,11
20,5,2024-04-25,51
20,49,2024-04-25,11
20,26,2024-04-25,20
20,17,2024-04-25,16
20,6,2024-04-25,19
20,2,2024-04-25,30
21,24,2024-04-25,8
21,35,2024-04-25,6
21,21,2024-04-25,38
21,3,2024-04-25,8
21,10,2024-04-25,11
21,8,2024-04-25,189
21,21,2024-04-25,12
21,35,2024-04-25,17
22,21,2024-04-25,28
22,15,2024-04-25,16
22,10,2024-04-25,16
22,0,2024-04-25,26
22,27,2024-04-25,10
22,49,2024-04-25,25
22,5,2024-04-25,13
22,38,2024-04-25,29
22,24,2024-04-25,9
22,4,2024-04-25,25
23,0,2024-04-25,25
23,46,2024-04-25,31
23,28,2024-04-25,13
23,6,2024-04-25,6
23,2,2024-04-25,33
23,5,2024-04-25,30
23,42,2024-04-25,33
24,9,2024-04-25,34
24,1,2024-04-25,27
24,18,2024-04-25,9
24,27,2024-04-25,36
24,36,2024-04-25,29
24,30,2024-04-25,6
25,16,2024-04-25,30
25,2,2024-04-25,23
25,49,2024-04-25,16
25,19,2024-04-25,32
25,21,2024-04-25,43
25,33,2024-04-25,49
25,30,2024-04-25,20
25,13,2024-04-25,27
26,38,2024-04-25,15
26,33,2024-04-25,12
26,36,2024-04-25,28
26,20,2024-04-25,3
26,0,2024-04-25,6
26,25,2024-04-25,9
26,49,2024-04-25,78
26,41,2024-04-25,30
26,32,2024-04-25,39
26,27,2024-04-25,14
27,43,2024-04-25,16
27,40,2024-04-25,18
27,42,2024-04-25,54
27,38,2024-04-25,9
27,31,2024-04-25,9
27,33,2024-04-25,24
27,42,2024-04-25,39
27,26,2024-04-25,56
27,23,2024-04-25,59
28,32,2024-04-25,23
28,48,2024-04-25,11
28,41,2024-04-25,6
28,11,2024-04-25,80
28,46,2024-04-25,17
29,5,2024-04-25,31
29,42,2024-04-25,18
29,16,2024-04-25,24
29,10,2024-04-25,14
29,21,2024-04-25,12
29,35,2024-04-25,5
29,25,2024-04-25,12
0,0,2024-04-26,18
0,1,2024-04-26,12
0,6,2024-04-26,22
0,7,2024-04-26,10
0,11,2024-04-26,101
0,39,2024-04-26,109
0,8,2024-04-26,75
0,9,2024-04-26,40
1,0,2024-04-26,5
1,1,2024-04-26,8
1,44,2024-04-26,11
1,11,2024-04-26,120
1,12,2024-04-26,17
1,13,2024-04-26,24
2,0,2024-04-26,12
2,11,2024-04-26,57
2,12,2024-04-26,45
2,24,2024-04-26,25
2,31,2024-04-26,6
2,32,2024-04-26,46
3,1,2024-04-26,9
3,44,2024-04-26,54
3,11,2024-04-26,135
